row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_FRN5_N2.mzML Peak area,neg_FRN3_N2.mzML Peak area,neg_FRN2_N2.mzML Peak area,neg_FRN4_N2.mzML Peak area,neg_HFO5_N2.mzML Peak area,neg_HFO2_N2.mzML Peak area,neg_HFO1_N2.mzML Peak area,neg_FRN1_N2.mzML Peak area,neg_HFO4_N2.mzML Peak area,neg_HFO3_N2.mzML Peak area,
13323,1129.746848298903,11.712749,,,,,,,,,,,0,0,0,0,0,0,4990.987,0,0,0,
13324,1048.7364092134137,11.713691,,,,,,,,,,,0,0,0,0,0,5556.017,0,0,0,0,
13325,1033.187786319081,11.713799,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7079.822,
13326,968.1935522198171,11.714947,,,,,,,,,,,0,0,0,0,0,0,0,7395.3525,0,11800.243,
13327,886.6422713587858,11.715458,,,,,,,,,,,0,13907.232,0,17451.174,20043.734,0,10394.266,11608.816,0,15432.721,
13328,783.5777397480629,11.715557,,,,,,,,,,,13005.905,11913.635,14045.409,11655.622,11779.037,13530.065,11318.222,0,14185.494,9559.271,
13329,1032.188160730412,11.716263,,,,,,,,,,,0,0,0,0,0,0,7017.1016,11820.522,7856.4224,16381.326,
13330,1047.5727493932493,11.716883,,,,,,,,,,,0,0,0,0,0,0,0,4626.919,0,0,
13331,966.1960473240533,11.717093,,,,,,,,,,,0,0,0,7514.389,5829.5503,8264.8545,11587.684,0,14120.319,26830.996,
13332,823.5831852591434,11.717388,,,,,,,,,,,8150.787,0,0,0,0,0,13697.887,0,0,0,
13333,967.1947364883235,11.719317,,,,,,,,,,,0,0,0,6631.67,0,6321.294,11782.838,17063.295,12693.143,21698.125,
13334,965.1946309354839,11.719365,,,,,,,,,,,0,0,0,8648.931,0,7837.5547,14074.629,20118.605,14222.455,29377.564,
13335,930.4840283793715,11.721212,,,,,,,,,,,20453.11,4036.8486,18051.795,21816.643,4764.4585,0,21454.371,20070.791,18113.658,18796.227,
13336,841.5628376844778,11.722045,,,,,,,,,,,0,0,0,0,0,0,0,0,14649.854,0,
13337,686.5729939911813,11.722602,,,,,,,,,,,10569.533,12032.447,18010.195,11233.957,28143.21,17668.773,28801.19,0,27824.453,20824.8,
13338,888.4932472770246,11.723031,,,,,,,,,,,6059.194,6954.4795,0,0,0,0,0,0,0,0,
13339,1052.7291048818656,11.723033,,,,,,,,,,,5528.813,0,7647.898,0,5712.679,5654.207,0,0,7468.5186,0,
13340,893.1560361514777,11.723053,,,,,,,,,,,0,0,0,0,0,0,0,3331.132,0,5914.28,
13341,994.4747921786213,11.724027,,,,,,,,,,,0,3216.706,0,0,0,0,0,0,0,0,
13342,866.6280104918646,11.724192,,,,,,,,,,,0,0,0,0,4535.136,5750.0757,0,0,0,0,
13343,1008.7195128635537,11.725048,,,,,,,,,,,0,0,0,0,0,0,6947.6323,0,7540.5596,0,
13344,1028.1921131156041,11.725733,,,,,,,,,,,0,7335.481,0,22223.139,15745.07,20622.31,35595.02,40764.543,37785.855,59694.38,
13345,1051.726445531248,11.726677,,,,,,,,,,,0,0,0,0,14175.217,10117.555,13482.8125,8213.628,13716.866,10331.304,
13346,862.540034084161,11.727612,,,,,,,,,,,0,18606.04,16262.209,0,22757.67,0,0,13218.928,20134.705,17734.75,
13347,766.5730107880161,11.727978,,,,,,,,,,,4267.0723,0,4970.564,0,0,4721.02,0,0,5359.459,0,
13348,782.5737182366472,11.728187,,,,,,,,,,,24629.969,27508.172,34563.9,30973.01,24364.188,26484.117,30745.137,25215.729,32610.916,0,
13349,1031.4919799929407,11.729008,,,,,,,,,,,0,0,0,0,0,2563.0674,0,0,0,0,
13350,1031.1898914161443,11.729792,,,,,,,,,,,0,0,0,8701.492,0,0,0,0,16665.574,0,
13351,776.5596202394371,11.729849,,,,,,,,,,,428773.88,385757.3,404948.16,376289.44,468148.2,451288.6,492851.4,332355.6,482606.75,415455.5,
13352,861.5373932692237,11.729859,,,,,,,,,,,52888.715,49286.31,41591.46,46162.258,53134.8,56536.867,67846.43,40548.934,61154.383,50988.51,
13353,1034.73576387338,11.730842,,,,,,,,,,,0,0,0,0,9367.948,0,10456.376,0,0,7807.0967,
13354,703.5629120050689,11.732954,,,,,,,,,,,41402.45,47664.66,65556.35,39804.914,103080.41,64853.47,106942.37,38426.754,95263.734,71862.195,
13355,839.5557529760894,11.733004,,,,,,,,,,,93673.195,81602.336,90637.45,83497.96,101180.58,94316.16,100679.37,70045.055,109756.695,94506.99,
13356,889.4903858214466,11.733057,,,,,,,,,,,5492.82,0,0,0,0,0,5735.45,0,0,0,
13357,946.5148111203704,11.73557,,,,,,,,,,,0,9463.105,6635.1265,8921.391,9579.671,0,15516.372,8578.865,11855.086,0,
13358,840.5594398766399,11.735709,,,,,,,,,,,45642.887,0,41629.543,42500.62,49145.055,49834.85,49456.766,34769.016,52276.242,45242.977,
13359,1029.1926103382016,11.736337,,,,,,,,,,,0,8680.046,0,0,0,19742.145,32785.38,38682.965,0,0,
13360,777.5629781875947,11.737538,,,,,,,,,,,0,0,0,189146.89,0,0,0,0,0,0,
13361,947.5170205359309,11.738901,,,,,,,,,,,0,4808.376,0,0,0,0,0,0,6018.875,0,
13362,993.4714533232799,11.739982,,,,,,,,,,,18361.264,7593.6533,3896.1287,19415.08,0,14193.646,14080.93,15714.513,0,13132.34,
13363,676.5424480594552,11.740106,,,,,,,,,,,0,0,0,0,8586.7,5541.6064,10710.919,0,8178.7705,0,
13364,778.5663005527839,11.740457,,,,,,,,,,,56234.332,47024.55,44640.996,46376.668,61029.234,0,59886.22,42911.02,63476.34,51229.316,
13365,915.5134896640222,11.740598,,,,,,,,,,,79882.49,0,76031.78,0,0,0,84719.22,0,71793.06,76480.7,
13366,868.6428693063336,11.742034,,,,,,,,,,,6980.2554,0,11311.448,5696.849,9348.146,0,10925.75,7624.7354,11776.265,0,
13367,1512.0958765910289,11.74229,,,,,,,,,,,3893.846,0,0,0,0,0,3643.3865,0,0,3899.1384,
13368,1030.1907044986006,11.743175,,,,,,,,,,,0,8439.366,0,14408.851,13557.178,0,33180.473,36966.227,29685.18,51362.03,
13369,886.6395021085295,11.744027,,,,,,,,,,,0,0,0,0,0,0,10947.84,0,0,0,
13370,748.5687207533915,11.744862,,,,,,,,,,,0,0,0,0,0,5815.611,0,0,0,0,
13371,897.5199347511859,11.745689,,,,,,,,,,,11288.36,0,0,6491.6807,0,0,0,0,0,0,
13372,846.5106568231025,11.746163,,,,,,,,,,,19539.135,0,23413.68,18937.506,0,0,0,22521.697,18127.547,0,
13373,803.5174910023245,11.747369,,,,,,,,,,,20507.428,21813.586,16546.799,18744.568,20206.13,21903.322,26085.328,20540.236,20895.1,0,
13374,909.4962593637011,11.748227,,,,,,,,,,,0,0,0,0,0,0,0,9790.288,0,0,
13375,746.561021963932,11.750046,,,,,,,,,,,616491.9,0,0,606082.6,0,0,0,602393.94,0,590646.94,
13376,747.5668301230523,11.750241,,,,,,,,,,,98350.43,86671.38,108836.27,95426.12,89038.445,81070.01,89639.66,89175.81,80913.445,90920.55,
13377,845.5078234912189,11.750309,,,,,,,,,,,47601.008,49263.492,47146.027,50784.04,44287.047,47868.492,53033.52,48773.305,44787.07,48420.36,
13378,914.5100593034313,11.750326,,,,,,,,,,,165223.2,177949.28,155395.56,173877.25,147169.72,156682.22,182723.48,177680.84,148574.3,150010.98,
13379,916.5157691151825,11.751132,,,,,,,,,,,11581.62,0,16790.781,15005.698,0,0,21673.262,21149.291,18632.398,0,
13380,1000.4900784210207,11.751148,,,,,,,,,,,15273.454,15967.509,19082.486,0,0,22886.348,0,0,19648.426,19451.363,
13381,887.4905206615742,11.751346,,,,,,,,,,,9453.746,0,13349.975,0,0,15215.686,18056.373,14030.005,15487.831,15788.112,
13382,802.513326349276,11.751682,,,,,,,,,,,46886.492,41724.52,62180.42,0,49419.37,45521.727,46425.6,54800.766,41975.348,52302.465,
13383,1491.1188724630078,11.7516985,,,,,,,,,,,0,28270.682,38108.066,0,33127.98,27315.258,0,0,26976.04,0,
13384,830.5357989559441,11.751795,,,,,,,,,,,321043.56,0,327427.62,321794.5,0,317012.3,0,0,299224.5,0,
13385,744.4852432074103,11.751852,,,,,,,,,,,26831.113,26663.12,31906.812,27296.58,26698.816,23077.424,25643.488,27413.7,24967.86,27043.46,
13386,1490.1155925306955,11.751789,,,,,,,,,,,34018.3,31061.432,40553.566,34641.79,32736.47,31175.38,37446.547,34307.887,29990.791,31769.793,
13387,831.5389606510598,11.752353,,,,,,,,,,,0,86927.13,0,0,0,92070.96,0,83628.555,0,83527.055,
13388,744.6245078406897,11.753314,,,,,,,,,,,0,19627.553,0,22386.926,0,20026.227,24797.416,0,0,0,
13389,1513.0965109950155,11.753263,,,,,,,,,,,0,0,0,4122.051,0,0,0,0,0,0,
13390,892.5152027385991,11.75338,,,,,,,,,,,0,21984.883,24942.668,24131.012,19979.229,21843.875,14708.5625,26458.62,24035.373,19971.732,
13391,744.5546566770905,11.753414,,,,,,,,,,,5237624.5,5025990.0,5902571.0,5088594.0,4983965.0,4668088.5,4889594.0,5118611.0,4786464.0,4963723.5,
13392,807.5504302883768,11.753445,,,,,,,,,,,1437216.4,1447077.8,1619858.9,1413837.1,1408734.4,1370879.1,1394383.8,1398921.0,1366503.8,1387235.6,
13393,829.532633646542,11.75346,,,,,,,,,,,692343.56,683688.75,701482.56,694601.3,652557.8,669694.0,712826.1,674128.75,644897.25,668528.25,
13394,999.4872381198278,11.753484,,,,,,,,,,,37379.85,53644.168,34628.49,51120.004,40451.445,51882.645,56525.22,53231.715,45570.832,47619.43,
13395,812.5418625131988,11.753874,,,,,,,,,,,81649.445,0,96304.53,0,0,0,73154.34,60254.668,68381.336,0,
13396,1492.1222333344183,11.754042,,,,,,,,,,,0,0,16594.762,13581.529,0,13002.604,0,13762.099,0,0,
13397,809.5568331602616,11.754471,,,,,,,,,,,0,173684.23,0,175567.08,0,0,0,0,0,0,
13398,1015.4613635469029,11.754698,,,,,,,,,,,0,0,0,0,6434.5083,0,11225.861,0,0,0,
13399,808.553798309718,11.755041,,,,,,,,,,,679801.3,652618.6,757278.1,660422.44,638674.8,636272.4,650567.56,670217.7,639463.8,638859.94,
13400,908.4930404178727,11.758106,,,,,,,,,,,31444.395,32961.03,24185.94,30837.574,26022.531,26961.988,23416.854,28964.102,27198.617,21478.832,
13401,1576.0936053961636,11.759362,,,,,,,,,,,8425.509,0,10087.39,7860.6606,8081.342,7943.1724,9457.461,0,7879.0444,0,
13402,744.4989745794771,11.760247,,,,,,,,,,,0,0,20123.291,0,17483.686,14402.512,14385.113,0,0,0,
13403,1084.4643381898654,11.76066,,,,,,,,,,,7307.237,15319.868,0,10106.82,0,15151.214,0,10082.2295,0,0,
13404,810.5615080977973,11.760882,,,,,,,,,,,0,0,0,25918.5,0,0,0,0,23632.797,23579.143,
13405,847.5099721134927,11.762063,,,,,,,,,,,0,0,2370.065,0,4059.6675,0,6866.429,0,3582.8076,0,
13406,1575.090354296801,11.762864,,,,,,,,,,,6845.7246,0,9918.769,0,9039.814,0,10928.114,10870.312,0,0,
13407,598.5164663876619,11.765997,,,,,,,,,,,0,0,0,0,10158.653,0,0,0,0,0,
13408,745.5579503550624,11.769124,,,,,,,,,,,0,0,0,2346298.2,0,0,0,0,0,0,
13409,832.5424072180475,11.76939,,,,,,,,,,,0,0,17395.291,0,7712.483,9881.137,0,6488.664,0,0,
13410,741.5924556813251,11.769883,,,,,,,,,,,0,0,12329.528,0,0,0,0,14456.47,4532.7495,6400.843,
13411,1577.1005491030915,11.770192,,,,,,,,,,,0,0,3424.1472,0,0,0,0,0,0,0,
13412,932.4873217265354,11.771403,,,,,,,,,,,0,1548.4719,0,0,0,0,0,0,0,0,
13413,993.4718636597846,11.771403,,,,,,,,,,,0,5864.6475,0,0,0,0,0,0,0,0,
13414,930.4853846748722,11.776712,,,,,,,,,,,0,14564.796,0,0,12471.875,0,0,0,0,0,
13415,755.5679094364441,11.777729,,,,,,,,,,,6171.1343,1438.1932,0,0,0,3341.7312,0,0,0,0,
13416,1517.131368302896,11.779956,,,,,,,,,,,0,0,0,0,0,0,0,4455.772,0,0,
13417,745.4888344661709,11.781907,,,,,,,,,,,0,0,0,0,12265.729,0,0,0,0,0,
13418,836.6384026526448,11.781907,,,,,,,,,,,0,0,0,0,2725.0308,0,0,0,0,0,
13419,1196.771655778934,11.782517,,,,,,,,,,,0,10614.047,10782.097,12902.94,11498.354,11325.937,0,0,12438.539,10619.523,
13420,1516.1294425002966,11.786718,,,,,,,,,,,0,6353.532,8025.198,0,0,0,0,0,0,0,
13421,1195.7677199965237,11.788066,,,,,,,,,,,14703.8125,16571.865,17081.781,19621.07,20366.54,16114.758,24120.916,18530.709,18835.557,16164.721,
13422,838.5435671638357,11.790408,,,,,,,,,,,0,0,0,0,0,0,4064.9194,0,0,0,
13423,1626.1048327446367,11.792266,,,,,,,,,,,0,0,0,0,0,3099.0005,0,0,0,0,
13424,1178.7765596757922,11.793003,,,,,,,,,,,10472.09,11181.695,10964.458,10666.201,12086.512,0,13824.166,10576.63,10067.426,0,
13425,1179.779168723144,11.7936735,,,,,,,,,,,0,7544.2725,0,0,7839.821,0,0,6877.3696,0,0,
13426,835.637571354341,11.797433,,,,,,,,,,,12668.708,10684.136,0,0,23035.447,0,23087.957,0,26016.42,21730.887,
13427,815.5558163335279,11.79875,,,,,,,,,,,0,61325.914,100244.625,0,60581.984,63060.35,63856.082,67110.07,63247.355,42952.883,
13428,931.4884169474797,11.800507,,,,,,,,,,,0,0,0,2726.9563,0,0,0,0,0,0,
13429,834.6354279905023,11.800534,,,,,,,,,,,21622.47,18259.55,0,22480.633,0,41470.785,35988.84,0,45037.14,0,
13430,834.569334942084,11.800905,,,,,,,,,,,151569.73,0,0,155610.92,0,0,0,0,0,0,
13431,1153.7642002958692,11.801222,,,,,,,,,,,0,0,6854.121,0,0,0,0,0,8229.895,0,
13432,1540.129201614977,11.801203,,,,,,,,,,,11846.06,9592.082,12621.296,9454.634,12289.427,12582.443,11769.792,0,12121.693,12995.238,
13433,833.5663841659244,11.801303,,,,,,,,,,,206603.72,0,0,0,0,0,0,0,0,0,
13434,804.631823447546,11.801964,,,,,,,,,,,0,0,0,0,4428.6577,0,0,0,4903.6333,4425.257,
13435,752.5594541131004,11.802263,,,,,,,,,,,387280.53,327892.12,308826.78,270178.3,305132.47,227466.95,263484.44,272988.16,274713.9,219726.8,
13436,821.6244591813963,11.802923,,,,,,,,,,,0,0,0,0,6310.2783,4198.701,0,0,0,0,
13437,753.5629018357366,11.803001,,,,,,,,,,,0,0,0,132087.94,0,0,117926.49,0,0,0,
13438,835.5723340354599,11.803279,,,,,,,,,,,0,23358.209,0,0,0,0,0,0,0,0,
13439,816.5579500512899,11.80408,,,,,,,,,,,30896.045,0,34377.855,23370.102,26457.879,27713.93,0,0,27252.78,0,
13440,941.5265102021133,11.804966,,,,,,,,,,,0,8444.866,9324.789,0,0,0,0,9572.374,5526.899,4904.682,
13441,797.6194022806789,11.806266,,,,,,,,,,,0,0,0,0,0,0,6216.161,0,0,0,
13442,754.5662657008774,11.80862,,,,,,,,,,,28650.354,22650.025,38871.383,33064.395,0,0,30899.902,0,0,0,
13443,940.5263023178227,11.809367,,,,,,,,,,,15176.605,19891.7,17000.094,0,0,0,0,0,11925.768,0,
13444,1541.1341583788433,11.810849,,,,,,,,,,,10267.79,0,0,0,13950.794,0,10761.881,0,0,11820.528,
13445,1169.7525698608733,11.81304,,,,,,,,,,,14535.38,19846.666,16585.213,18427.42,27636.44,21035.594,33539.062,16707.953,24750.975,23715.293,
13446,819.6202276767466,11.814504,,,,,,,,,,,0,0,0,0,0,119968.94,0,87455.95,0,121419.04,
13447,773.5801875494755,11.814957,,,,,,,,,,,0,0,0,0,13662.062,0,0,0,12316.504,0,
13448,771.573549183368,11.815595,,,,,,,,,,,0,0,0,578889.75,0,0,0,0,0,0,
13449,901.6283985525664,11.815744,,,,,,,,,,,0,0,0,0,0,31996.96,0,0,0,41381.785,
13450,856.5518212240717,11.815753,,,,,,,,,,,0,0,88009.01,0,30920.29,0,26364.002,85340.98,0,0,
13451,1116.2594883326758,11.816333,,,,,,,,,,,0,0,0,0,0,0,0,0,3841.5222,0,
13452,1118.2600445583948,11.816333,,,,,,,,,,,0,0,0,0,0,0,0,0,3248.37,0,
13453,1567.1485548958335,11.817093,,,,,,,,,,,6773.953,0,0,0,0,0,0,0,0,0,
13454,934.5749424944479,11.81773,,,,,,,,,,,0,0,0,0,0,0,0,7251.8174,0,4130.713,
13455,897.5228960694673,11.820678,,,,,,,,,,,4404.862,0,12022.671,0,5478.4487,5767.6963,8460.101,0,6530.503,0,
13456,817.6152570840287,11.820954,,,,,,,,,,,542955.75,670861.7,678357.4,561161.25,929697.44,668425.5,795236.44,580458.25,863766.94,752098.25,
13457,820.6210637387501,11.821329,,,,,,,,,,,15974.105,0,0,0,33834.37,26060.793,30731.504,0,41779.53,0,
13458,772.5770729451782,11.821561,,,,,,,,,,,89172.93,77915.53,94708.73,80917.164,0,0,0,0,0,56246.684,
13459,1170.7543517464037,11.821616,,,,,,,,,,,15090.959,0,0,12005.426,20719.486,17827.406,24058.709,9675.357,20734.236,0,
13460,845.6359461963262,11.822006,,,,,,,,,,,0,0,0,28927.193,23335.09,0,0,29945.76,29548.666,0,
13461,818.6184462877372,11.822541,,,,,,,,,,,267890.4,340255.84,350364.53,285300.3,458137.2,330042.2,394886.3,281360.34,432186.62,378631.25,
13462,800.625490833677,11.822557,,,,,,,,,,,258741.28,303029.1,325545.94,265944.94,449820.0,309040.06,354093.66,257865.98,422649.78,355958.53,
13463,869.6144339581351,11.823732,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2706.929,
13464,1103.2082873762297,11.823732,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5335.5596,
13465,1152.7624305902004,11.824039,,,,,,,,,,,8870.971,11510.425,0,0,13454.449,14699.857,17410.611,10234.336,13851.894,11816.471,
13466,793.5970825546651,11.8243065,,,,,,,,,,,0,0,0,17285.951,28529.502,0,22714.707,0,28868.082,28161.047,
13467,801.6288950940525,11.824371,,,,,,,,,,,0,0,0,0,230206.47,0,177838.48,0,0,179904.0,
13468,803.6308419664274,11.825133,,,,,,,,,,,23146.293,21116.035,17818.105,18641.898,37111.926,0,17589.816,14409.375,0,26260.13,
13469,1171.7563070269923,11.825578,,,,,,,,,,,0,0,0,0,8206.126,5866.979,0,0,0,5860.2095,
13470,802.6321392086991,11.828209,,,,,,,,,,,0,0,0,34509.65,62895.688,0,47442.38,36920.184,58278.83,0,
13471,873.6527880037986,11.828205,,,,,,,,,,,0,0,7833.338,0,0,0,0,0,0,6194.947,
13472,790.5971644904419,11.828831,,,,,,,,,,,90496.99,129589.77,130879.305,100651.42,194510.45,142932.05,177441.27,117928.48,188220.11,170601.83,
13473,875.5735147450708,11.82906,,,,,,,,,,,0,0,0,0,9973.41,0,0,0,0,0,
13474,844.6338041717714,11.829915,,,,,,,,,,,0,0,126577.38,103396.375,77976.016,56966.87,68685.98,0,77581.15,59709.324,
13475,791.6007881915058,11.829993,,,,,,,,,,,46608.9,61432.9,0,51737.645,0,76609.805,84578.02,57712.484,0,86203.78,
13476,792.595719608065,11.830307,,,,,,,,,,,0,48193.426,0,0,63352.29,0,0,41582.496,0,0,
13477,830.6477283990507,11.831155,,,,,,,,,,,0,0,0,7200.13,0,0,0,0,0,0,
13478,902.6311804847436,11.831668,,,,,,,,,,,8591.774,0,19180.07,18459.1,21423.164,16687.72,8137.0996,13537.642,21253.451,15972.297,
13479,826.6416212275335,11.831944,,,,,,,,,,,79744.04,99283.58,117105.33,94403.266,81966.52,57151.453,66324.22,92235.93,87909.164,61536.984,
13480,843.6304467304493,11.831968,,,,,,,,,,,159767.14,218293.8,244716.16,195419.47,160015.4,113372.81,147104.2,192513.89,160289.94,118127.84,
13481,754.6183478765154,11.832141,,,,,,,,,,,0,0,0,0,0,0,0,0,11538.607,0,
13482,885.5919517595358,11.832141,,,,,,,,,,,0,0,0,0,0,0,0,0,7386.302,0,
13483,943.5325411754343,11.835499,,,,,,,,,,,0,0,0,10176.572,0,8171.749,0,0,0,0,
13484,1027.5129871321842,11.835928,,,,,,,,,,,0,0,0,0,0,7207.135,0,0,5326.77,0,
13485,827.6444364210078,11.836238,,,,,,,,,,,0,53571.52,0,49394.684,43090.08,29782.453,34638.918,50213.32,0,33224.477,
13486,868.6109472272879,11.836423,,,,,,,,,,,0,0,5141.281,5139.763,8873.615,0,0,0,0,0,
13487,1142.733336353739,11.836535,,,,,,,,,,,0,0,0,0,0,0,7099.2993,0,0,0,
13488,760.5655429757139,11.837986,,,,,,,,,,,0,0,0,0,0,0,6218.101,0,0,5959.5215,
13489,907.6127752402194,11.838085,,,,,,,,,,,11011.824,0,9598.757,0,0,0,0,0,16136.222,16495.81,
13490,882.5565694329362,11.838246,,,,,,,,,,,0,0,0,0,12877.292,15359.892,14793.063,0,14774.159,0,
13491,816.6124796786286,11.83829,,,,,,,,,,,30968.113,46123.844,52629.98,38856.348,37683.707,23726.967,36223.914,43166.902,40913.504,28639.746,
13492,1675.1201719168128,11.839716,,,,,,,,,,,0,0,0,0,0,6441.2656,0,0,0,0,
13493,1024.7380933512466,11.840163,,,,,,,,,,,10819.477,0,0,0,16786.553,17236.334,20242.096,0,16942.875,25179.709,
13494,864.6153969993973,11.842823,,,,,,,,,,,0,12983.576,25588.344,0,0,9818.788,0,27684.018,5228.8066,0,
13495,832.6589077871009,11.843392,,,,,,,,,,,0,0,0,0,0,0,0,0,11283.098,10342.223,
13496,836.6388031088181,11.844462,,,,,,,,,,,0,0,0,0,4571.3105,0,0,0,0,0,
13497,860.5758778437772,11.845813,,,,,,,,,,,0,20310.506,0,0,0,30798.982,26580.344,0,25468.312,28071.24,
13498,805.6438377751934,11.845825,,,,,,,,,,,47480.867,46851.637,0,48707.94,110694.54,88465.766,86041.48,48573.47,89657.22,106207.945,
13499,806.6469202618418,11.845952,,,,,,,,,,,25408.139,0,24989.484,27006.215,55054.848,41450.28,39572.79,0,48895.73,52765.8,
13500,884.6372788806997,11.847216,,,,,,,,,,,0,28271.826,30076.635,35035.203,0,0,0,19789.465,0,0,
13501,856.6618621076741,11.84743,,,,,,,,,,,0,3012.098,0,0,7803.3794,0,0,0,11262.785,0,
13502,797.580329987037,11.847643,,,,,,,,,,,86825.79,89942.19,97567.11,77752.664,96646.63,100324.79,89943.305,90351.234,100333.48,101252.74,
13503,1104.2065257728439,11.847781,,,,,,,,,,,0,0,0,0,0,0,0,0,1861.4929,0,
13504,925.5356894804113,11.848278,,,,,,,,,,,3894.4539,0,0,0,0,0,0,0,0,0,
13505,863.5598296061507,11.848528,,,,,,,,,,,0,0,33730.164,0,0,0,0,0,0,0,
13506,947.5340063620638,11.84853,,,,,,,,,,,0,0,0,3317.3452,0,2024.7053,0,4506.02,0,0,
13507,807.6500671255205,11.848617,,,,,,,,,,,6072.8384,0,0,0,0,9411.089,9431.589,0,8414.261,12478.23,
13508,895.5225737689956,11.849284,,,,,,,,,,,35132.125,33869.277,32541.605,33502.594,30727.309,34381.51,36045.39,39413.94,32736.457,34361.17,
13509,822.6333333903367,11.850777,,,,,,,,,,,76483.59,71089.76,78001.484,69522.01,140112.66,132133.98,127057.48,70996.43,129807.945,139171.8,
13510,794.570289372106,11.85079,,,,,,,,,,,3597172.0,3305156.2,3667169.8,3389119.0,3791226.2,3911557.0,3364036.5,3390925.2,3766717.5,3976587.2,
13511,862.557959898938,11.850843,,,,,,,,,,,57326.184,52983.633,57359.67,60096.973,56167.43,58007.895,45423.562,56398.746,58774.33,67657.875,
13512,395.3889885918357,11.850912,,,,,,,,,,,13483.507,15519.906,15818.918,9976.403,13863.681,16691.23,23657.98,15727.322,13876.315,27406.857,
13513,857.5658688131964,11.850874,,,,,,,,,,,870253.1,788805.44,890565.75,826171.5,882627.56,974280.4,853562.6,805136.9,909754.06,924176.44,
13514,1590.1453899631324,11.850877,,,,,,,,,,,19582.672,14713.145,0,16660.22,19283.365,21256.117,0,17175.967,19916.408,22635.385,
13515,1025.7410349636932,11.851646,,,,,,,,,,,0,0,0,0,0,0,11878.632,0,12691.104,12505.971,
13516,854.5277468533607,11.852722,,,,,,,,,,,16305.501,18412.139,17496.016,0,15546.674,18675.559,14338.752,16263.753,14228.259,0,
13517,1591.1501159644356,11.853745,,,,,,,,,,,0,0,0,16969.225,22660.477,21648.883,16339.778,16840.918,21178.115,22126.725,
13518,906.5682620386966,11.854271,,,,,,,,,,,11625.008,0,0,0,0,13254.762,0,12832.191,0,0,
13519,965.5288083775296,11.85521,,,,,,,,,,,64724.504,60478.17,56590.098,0,49618.016,0,56905.457,0,0,52078.867,
13520,880.5512605093614,11.85523,,,,,,,,,,,255146.17,0,241682.78,0,240058.44,0,0,0,235613.58,0,
13521,858.5692866298285,11.855572,,,,,,,,,,,441901.9,402721.66,444845.9,418015.3,444179.28,0,425851.12,404591.5,452303.88,464098.66,
13522,859.5727080205762,11.855586,,,,,,,,,,,137223.52,125870.35,139813.47,114316.39,129368.99,147630.77,126007.03,116536.05,131684.1,0,
13523,823.6370764197882,11.855619,,,,,,,,,,,35645.098,37282.844,0,0,64465.41,0,0,0,59605.867,61756.855,
13524,896.5249307707101,11.856776,,,,,,,,,,,17149.244,0,0,15449.77,0,18882.543,16228.02,17263.822,19086.043,0,
13525,879.5478159752049,11.857054,,,,,,,,,,,525333.2,495434.5,491388.9,494250.88,467805.53,543146.56,491800.88,490977.88,478577.72,505302.03,
13526,796.5769719226337,11.857161,,,,,,,,,,,489968.47,0,0,0,520945.94,0,0,456259.72,504579.3,541972.25,
13527,855.659587723926,11.857793,,,,,,,,,,,0,13983.912,0,12813.207,15911.44,0,0,0,0,0,
13528,1676.1244209078504,11.859736,,,,,,,,,,,0,2866.6826,0,0,3934.701,0,4423.3413,0,0,0,
13529,959.511085394945,11.859833,,,,,,,,,,,10996.85,0,11390.9,0,0,0,8701.755,9344.279,0,0,
13530,852.5284443557027,11.860189,,,,,,,,,,,47065.67,41325.97,42541.832,46992.598,44452.92,48872.844,41685.28,43162.934,48289.83,54518.484,
13531,883.5819278509049,11.860218,,,,,,,,,,,56245.273,50727.15,59172.93,52730.375,52354.715,54666.965,58730.656,48754.363,53036.797,48560.848,
13532,958.5089463433401,11.860239,,,,,,,,,,,23336.469,21156.102,20892.842,23456.982,0,22066.605,18656.086,22793.914,18648.723,18895.81,
13533,964.5255792400176,11.86024,,,,,,,,,,,123022.75,122453.4,107123.94,115534.195,96098.99,118284.336,112009.77,119179.83,102629.11,109101.13,
13534,770.5702566655485,11.860398,,,,,,,,,,,1237005.0,741098.56,1369700.4,1206728.2,1134779.4,1014182.3,1027016.8,1221359.4,1091197.4,1063624.6,
13535,833.6095448573922,11.860658,,,,,,,,,,,0,0,0,0,7429.6396,0,0,0,0,0,
13536,881.5546097747565,11.861266,,,,,,,,,,,65944.75,0,68186.13,66357.82,63348.004,74015.12,0,68452.44,65914.766,0,
13537,1022.4825644710563,11.862676,,,,,,,,,,,0,0,0,5841.116,0,0,0,0,0,0,
13538,663.5119002995948,11.863052,,,,,,,,,,,0,0,0,0,0,0,0,0,6843.6245,0,
13539,937.5057862319323,11.863369,,,,,,,,,,,10911.387,15123.95,12705.217,12050.049,14010.869,13505.142,14673.926,14761.547,0,15523.919,
13540,829.6437954631417,11.864115,,,,,,,,,,,0,0,0,0,13328.983,0,19105.705,0,0,0,
13541,1043.4861355176088,11.864287,,,,,,,,,,,11526.329,0,10097.339,16282.682,4066.4683,11632.455,10064.11,11534.84,0,0,
