row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,pos_FRN3_N2.mzML Peak area,pos_FRN1_N2.mzML Peak area,pos_HFO1_N2.mzML Peak area,pos_FRN5_N2.mzML Peak area,pos_FRN2_N2.mzML Peak area,pos_FRN4_N2.mzML Peak area,pos_HFO2_N2.mzML Peak area,pos_HFO5_N2.mzML Peak area,pos_HFO3_N2.mzML Peak area,pos_HFO4_N2.mzML Peak area,
14956,825.6183500771439,11.119973,,,,,,,,,,,0,0,0,0,0,0,411592.2,0,0,0,
14957,909.2398406880367,11.120401,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9297.839,
14958,537.3949565421664,11.12114,,,,,,,,,,,97208.81,92978.92,30964.256,107763.71,91015.31,103313.34,0,75521.305,60114.402,60402.66,
14959,546.4551609483882,11.122964,,,,,,,,,,,70426.164,61438.2,52285.94,60723.74,62824.758,60989.43,0,52434.867,58394.27,51955.36,
14960,538.397815137456,11.123596,,,,,,,,,,,26226.838,0,0,31309.676,0,31265.238,0,0,0,0,
14961,1152.9227752788065,11.12376,,,,,,,,,,,0,0,8135.3975,0,0,0,0,0,0,0,
14962,517.4204979747044,11.12435,,,,,,,,,,,0,22481.328,0,22520.031,0,0,0,0,0,0,
14963,911.5100026314991,11.12577,,,,,,,,,,,9063.8125,12135.596,0,13793.8125,12558.067,14255.984,0,10396.444,0,0,
14964,677.5907097976632,11.125866,,,,,,,,,,,0,0,0,0,3973.6177,0,0,0,0,0,
14965,603.5206088621253,11.126032,,,,,,,,,,,0,8765.3545,0,0,0,10243.679,0,0,0,0,
14966,792.6262239446764,11.127295,,,,,,,,,,,0,0,0,12106.119,0,0,0,0,0,0,
14967,780.5875583134003,11.128246,,,,,,,,,,,65559.55,0,0,64802.105,0,0,0,0,0,0,
14968,516.4161161284541,11.128856,,,,,,,,,,,0,202654.72,0,0,189752.6,196612.92,0,195345.75,201665.95,204749.97,
14969,656.4729824205144,11.129499,,,,,,,,,,,205903.55,0,0,0,0,0,0,0,0,0,
14970,338.27625982968755,11.129687,,,,,,,,,,,0,0,0,0,0,80486.6,0,0,0,0,
14971,889.5277179751226,11.129687,,,,,,,,,,,0,0,0,0,0,4568.8696,0,0,0,0,
14972,703.5462917745326,11.132751,,,,,,,,,,,0,58881.082,0,65481.176,0,0,0,0,0,0,
14973,790.5347834699036,11.133388,,,,,,,,,,,0,0,0,0,0,0,2895378.2,0,0,0,
14974,792.5413308085566,11.133388,,,,,,,,,,,0,0,0,0,0,0,137865.52,0,0,0,
14975,821.624142426494,11.133388,,,,,,,,,,,0,0,0,0,0,0,422863.9,0,0,0,
14976,1560.0886606479532,11.133388,,,,,,,,,,,0,0,0,0,0,0,52188.582,0,0,0,
14977,1580.1585398783488,11.133388,,,,,,,,,,,0,0,0,0,0,0,30667.158,0,0,0,
14978,574.488035038136,11.133854,,,,,,,,,,,11492.599,15871.79,0,0,0,0,0,0,0,0,
14979,515.4128882711415,11.135156,,,,,,,,,,,618749.0,622082.8,620684.8,597013.7,582453.56,612284.2,0,620932.94,643677.75,603316.8,
14980,532.4394340403628,11.13523,,,,,,,,,,,1623706.0,1723777.5,1690481.6,1598419.9,1548789.4,1589148.6,0,1574763.5,1721774.6,1599959.5,
14981,746.5073402169288,11.13684,,,,,,,,,,,12226.474,8759.233,0,12122.267,0,0,0,0,0,0,
14982,637.549990771793,11.136975,,,,,,,,,,,0,149739.45,0,123735.4,0,156481.42,0,0,0,0,
14983,533.4427714878206,11.13822,,,,,,,,,,,0,0,0,0,529206.4,0,0,527571.94,0,0,
14984,803.5726862949226,11.138209,,,,,,,,,,,0,6159.2295,0,0,0,0,0,0,0,0,
14985,834.2205276451185,11.138209,,,,,,,,,,,0,3814.3474,0,0,0,0,0,0,0,0,
14986,806.5582862942399,11.141622,,,,,,,,,,,0,0,0,0,10249.473,0,0,0,0,0,
14987,329.36063899818413,11.141749,,,,,,,,,,,0,37784.27,0,0,34866.785,32336.078,0,21617.428,28543.447,21885.506,
14988,328.3572250906122,11.142017,,,,,,,,,,,164652.86,159790.45,126913.55,151073.97,161260.55,162528.05,0,107441.336,124958.766,113795.305,
14989,826.5331251338632,11.142041,,,,,,,,,,,30502.91,38462.34,43853.125,34261.113,35502.332,36347.06,0,44705.76,40651.695,45065.594,
14990,705.5280566548001,11.144741,,,,,,,,,,,0,0,0,0,0,10154.849,0,0,0,0,
14991,897.4739933002105,11.144741,,,,,,,,,,,0,0,0,0,0,13973.989,0,0,0,0,
14992,601.5095097736189,11.144892,,,,,,,,,,,9889.952,0,0,0,0,0,0,0,0,0,
14993,724.5247262588598,11.145538,,,,,,,,,,,34327.312,37538.34,31612.256,38189.062,40937.184,30436.799,0,34559.15,40379.605,34328.383,
14994,697.4539296764763,11.145924,,,,,,,,,,,18332.074,20830.87,60979.63,0,13764.174,19873.012,0,45199.47,47935.082,48435.035,
14995,641.5019450030651,11.146192,,,,,,,,,,,169931.3,155690.66,0,151100.42,153578.9,182372.89,0,311145.38,289617.06,306707.2,
14996,796.6204031251964,11.147577,,,,,,,,,,,0,0,0,0,0,0,607289.75,0,0,0,
14997,812.5159927133664,11.147577,,,,,,,,,,,0,0,0,0,0,0,128882.04,0,0,0,
14998,816.5512643492935,11.147577,,,,,,,,,,,0,0,0,0,0,0,74161.38,0,0,0,
14999,654.5671908048424,11.148271,,,,,,,,,,,0,0,0,21466.006,8215.276,12218.7,0,0,0,0,
15000,724.4740061930155,11.149025,,,,,,,,,,,55355.02,47272.58,62173.945,49261.344,45824.855,65230.637,0,95356.086,84002.95,96317.37,
15001,547.4582748147998,11.149569,,,,,,,,,,,15336.055,4050.9307,0,0,0,0,0,0,0,0,
15002,534.43449901222,11.149922,,,,,,,,,,,29329.332,0,0,0,0,0,0,28810.682,24248.916,0,
15003,1257.004714652459,11.15099,,,,,,,,,,,0,0,0,0,0,0,0,40753.043,0,50134.773,
15004,682.5401488668844,11.151327,,,,,,,,,,,0,0,0,11618.161,0,11616.514,0,0,0,0,
15005,866.6527469966317,11.151393,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24205.004,
15006,642.5054536902787,11.153347,,,,,,,,,,,0,0,0,16344.853,18986.533,21757.34,0,0,31299.441,41767.477,
15007,781.5902195535841,11.153614,,,,,,,,,,,27486.092,21818.57,30078.928,0,27975.117,26005.111,0,28149.03,25435.68,26731.576,
15008,535.4382198806559,11.1537285,,,,,,,,,,,12224.214,13536.995,13390.807,0,0,7207.6323,0,0,0,0,
15009,635.5435493204624,11.154026,,,,,,,,,,,0,4155082.2,0,0,0,0,0,0,0,0,
15010,725.5291445328711,11.154026,,,,,,,,,,,0,17410.486,0,0,0,0,0,0,0,0,
15011,746.6055710262859,11.154026,,,,,,,,,,,0,14284.314,0,0,0,0,0,0,0,0,
15012,702.5424189018546,11.154195,,,,,,,,,,,145163.98,136988.34,134602.75,158319.33,163259.42,119885.6,0,151429.62,135334.83,159249.8,
15013,335.25777969341124,11.154558,,,,,,,,,,,16558.025,0,45795.21,0,0,0,0,46407.582,53049.684,33462.94,
15014,620.5251092276667,11.155029,,,,,,,,,,,0,0,41698.77,14077.927,20427.963,20824.46,66769.74,40876.883,40626.566,42630.26,
15015,804.6264801005311,11.155504,,,,,,,,,,,0,0,56810.395,25076.969,31252.473,26135.367,0,51497.85,35233.957,54626.76,
15016,639.4953718275127,11.155986,,,,,,,,,,,1720776.5,1683601.8,2088444.1,1509314.5,1642424.6,1883951.6,0,3255952.5,2982336.5,3133934.2,
15017,618.5170581661678,11.15604,,,,,,,,,,,186874.61,192329.77,0,133948.7,189988.45,196969.25,0,510239.0,519681.62,514618.4,
15018,563.5205499884215,11.157212,,,,,,,,,,,0,0,0,0,11386.33,0,0,0,0,0,
15019,776.5469404556494,11.157912,,,,,,,,,,,0,0,0,94452.375,0,0,0,0,0,0,
15020,658.4748716767637,11.158211,,,,,,,,,,,13849.324,14210.195,0,0,0,14477.637,0,0,0,0,
15021,676.5873560463442,11.159242,,,,,,,,,,,0,22524.309,0,0,0,25905.49,0,0,36020.363,39765.73,
15022,676.5623017808299,11.159264,,,,,,,,,,,0,18073.83,36742.574,14431.258,20990.965,11610.254,0,26199.223,33049.992,31918.018,
15023,661.5498093668908,11.161949,,,,,,,,,,,0,22477.018,0,0,0,19361.799,0,0,30353.195,0,
15024,547.3998586146017,11.162594,,,,,,,,,,,0,0,0,0,0,0,18124.195,0,0,0,
15025,637.480615922955,11.162594,,,,,,,,,,,0,0,0,0,0,0,25695.688,0,0,0,
15026,688.4990926059194,11.162594,,,,,,,,,,,0,0,0,0,0,0,15226.901,0,0,0,
15027,1604.1577828995366,11.162594,,,,,,,,,,,0,0,0,0,0,0,14707.287,0,0,0,
15028,648.5558080819017,11.162799,,,,,,,,,,,383919.03,420229.47,975611.9,318629.38,396863.47,409959.34,0,756922.8,831808.25,791853.3,
15029,812.4960097355097,11.1637745,,,,,,,,,,,0,18978.291,0,13062.992,0,0,0,0,0,0,
15030,639.552668364596,11.165581,,,,,,,,,,,18695.617,0,0,0,0,0,0,0,29207.111,0,
15031,635.5875918016118,11.165597,,,,,,,,,,,0,0,0,0,0,0,0,29387.805,0,0,
15032,655.469495326261,11.166145,,,,,,,,,,,491334.66,527607.75,728303.56,427886.7,496636.94,531310.44,0,954612.4,911991.44,954984.3,
15033,337.27312069962784,11.166279,,,,,,,,,,,348071.12,356216.5,1067872.6,283045.3,362759.56,353294.4,0,986569.8,1003372.06,1047355.3,
15034,650.5621452752738,11.16653,,,,,,,,,,,29486.8,0,85503.91,25077.717,35476.895,0,0,74025.28,74068.17,71260.27,
15035,1256.0021061228947,11.167747,,,,,,,,,,,0,0,0,0,0,0,0,56848.434,50089.78,56180.35,
15036,640.4988224830363,11.169638,,,,,,,,,,,0,726296.4,0,0,0,0,0,0,0,0,
15037,634.5402702269772,11.169746,,,,,,,,,,,9174218.0,9554488.0,2.5604198E7,7627266.5,9621459.0,9741261.0,0,2.4305056E7,2.4566278E7,2.5739362E7,
15038,636.546604299175,11.171737,,,,,,,,,,,924855.4,0,2597252.2,772516.4,996597.56,977408.1,0,2459218.5,2544678.2,2639744.8,
15039,805.6290471406608,11.172044,,,,,,,,,,,0,0,20371.205,0,11758.878,0,0,0,0,0,
15040,657.4729281460893,11.172658,,,,,,,,,,,55488.324,62333.94,75743.77,50215.04,0,0,0,111848.19,110955.88,117656.37,
15041,611.5396124864747,11.173506,,,,,,,,,,,0,0,0,18151.152,0,0,0,0,0,0,
15042,1504.1099186870556,11.173506,,,,,,,,,,,0,0,0,19799.215,0,0,0,0,0,0,
15043,1526.0930496963933,11.173506,,,,,,,,,,,0,0,0,10773.513,0,0,0,0,0,0,
15044,634.4852291565761,11.174506,,,,,,,,,,,0,40779.414,0,0,0,0,0,0,96293.22,120461.31,
15045,617.5138063456399,11.174748,,,,,,,,,,,437222.7,458966.9,1205637.2,359927.7,449284.94,447643.1,0,1159320.4,1134328.6,1211613.1,
15046,649.5593066592049,11.175316,,,,,,,,,,,0,0,0,133791.38,0,0,0,0,381533.56,356528.22,
15047,599.5028090765408,11.17584,,,,,,,,,,,105605.33,0,366123.94,94223.516,0,120385.75,0,368335.16,328820.78,369595.47,
15048,954.5381280077157,11.175884,,,,,,,,,,,11424.56,0,0,22141.486,16180.24,16948.777,0,12131.271,0,0,
15049,676.561549471798,11.176424,,,,,,,,,,,0,0,0,0,0,9237.777,0,0,0,0,
15050,827.5348977782241,11.176884,,,,,,,,,,,0,0,18063.336,0,0,0,0,0,0,16498.486,
15051,797.5262056952869,11.1768875,,,,,,,,,,,0,88039.484,0,90391.05,92381.3,0,0,0,0,0,
15052,311.2576857751739,11.178181,,,,,,,,,,,0,0,0,0,0,0,58453.074,0,0,0,
15053,523.5188524064017,11.178181,,,,,,,,,,,0,0,0,0,0,0,26278.754,0,0,0,
15054,538.4767901081472,11.178181,,,,,,,,,,,0,0,0,0,0,0,28789.27,0,0,0,
15055,561.5048256122011,11.178181,,,,,,,,,,,0,0,0,0,0,0,139936.86,0,0,0,
15056,626.6274643774809,11.178181,,,,,,,,,,,0,0,0,0,0,0,24560.521,0,0,0,
15057,836.6154159212433,11.178181,,,,,,,,,,,0,0,0,0,0,0,5060399.5,0,0,0,
15058,858.5977780202936,11.178181,,,,,,,,,,,0,0,0,0,0,0,184640.47,0,0,0,
15059,619.5198021897999,11.178223,,,,,,,,,,,38011.527,35400.938,99796.04,25043.93,34447.28,36759.22,0,110506.76,101622.88,104287.49,
15060,634.5953297757678,11.178363,,,,,,,,,,,0,0,0,0,0,0,0,127496.03,127028.76,135250.45,
15061,865.6507875585364,11.178457,,,,,,,,,,,21320.494,0,0,0,0,0,0,0,0,56871.61,
15062,798.5297024825453,11.178923,,,,,,,,,,,0,20312.86,0,0,17472.723,0,0,0,0,0,
15063,966.4780520192728,11.179081,,,,,,,,,,,0,9776.075,0,9955.132,0,0,0,0,0,0,
15064,734.5706769814238,11.179885,,,,,,,,,,,41544.72,0,176716.23,26920.527,49122.562,0,0,178889.86,158176.19,178571.25,
15065,562.5166113356162,11.180132,,,,,,,,,,,33831.18,27729.688,21305.635,33546.086,41000.344,32698.287,0,31012.197,27627.002,23858.113,
15066,635.4884916442865,11.18151,,,,,,,,,,,16753.781,0,52314.812,0,0,0,0,44006.45,0,0,
15067,842.5396294056184,11.181971,,,,,,,,,,,8006.752,0,0,0,11383.557,0,0,0,0,0,
15068,882.5024007892525,11.18233,,,,,,,,,,,27628.402,0,0,26593.637,23694.154,32880.6,0,0,0,0,
15069,802.5701129590088,11.182943,,,,,,,,,,,0,18082.092,19637.658,0,20067.674,0,0,0,19764.305,0,
15070,600.5061241864926,11.182966,,,,,,,,,,,0,0,0,0,0,0,0,0,0,144021.95,
15071,736.5771781352204,11.182966,,,,,,,,,,,0,0,0,0,0,0,0,0,0,33465.016,
15072,740.4476729518384,11.182966,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8129.3125,
15073,881.4998595057812,11.18337,,,,,,,,,,,62663.293,60806.586,38540.246,60953.594,60982.367,65516.71,0,55664.023,47691.39,45851.75,
15074,735.5738276265383,11.184588,,,,,,,,,,,35774.77,22279.615,109945.8,0,25191.736,27053.844,0,100335.78,94100.35,97605.14,
15075,540.5349167624557,11.184978,,,,,,,,,,,304936.28,254288.67,583339.6,271976.12,464489.9,278203.25,0,444459.2,473993.47,419717.8,
15076,754.5650046836957,11.1859045,,,,,,,,,,,368904.7,359188.06,0,375210.75,407732.44,364606.97,0,0,0,0,
15077,635.5981994199614,11.186124,,,,,,,,,,,0,12314.801,54754.316,0,0,0,0,0,0,0,
15078,699.4532910852112,11.186525,,,,,,,,,,,0,0,0,0,0,0,0,0,16400.973,0,
15079,338.2763713056839,11.186966,,,,,,,,,,,0,76237.01,234220.55,59803.18,0,0,0,0,224940.83,0,
15080,775.5437861801296,11.187444,,,,,,,,,,,0,352072.0,0,369164.34,385369.84,0,0,0,0,0,
15081,771.572162733774,11.187463,,,,,,,,,,,162821.44,0,0,174863.27,0,0,0,171508.0,0,0,
15082,263.2367228892129,11.187716,,,,,,,,,,,0,0,26128.85,0,0,0,0,28154.383,25365.441,30385.11,
15083,1505.1130755102822,11.188191,,,,,,,,,,,0,0,0,0,18501.326,0,0,0,0,0,
15084,656.4729354154243,11.190343,,,,,,,,,,,0,222697.64,305293.0,0,0,0,0,0,0,410803.56,
15085,770.5690375211991,11.192048,,,,,,,,,,,347610.6,0,0,394189.9,0,385311.9,0,0,0,334160.72,
15086,784.5814560277566,11.192097,,,,,,,,,,,479518.5,403008.5,533949.4,494253.94,483097.78,460355.78,0,694678.1,625580.9,632790.44,
15087,638.5517496037892,11.1921835,,,,,,,,,,,0,0,44649.594,0,0,0,0,45357.617,42922.24,44405.734,
15088,869.559795956831,11.1922,,,,,,,,,,,163621.73,126423.25,89061.17,178790.75,146762.69,195845.62,0,161710.73,131132.4,150330.62,
15089,683.5429002111636,11.192226,,,,,,,,,,,0,0,0,0,0,3355.1401,0,0,0,0,
15090,885.5334592435494,11.192557,,,,,,,,,,,0,12141.717,0,15772.692,13151.674,0,0,0,0,0,
15091,264.2677673632173,11.193254,,,,,,,,,,,0,0,0,0,0,0,98725.17,0,0,0,
15092,502.4981896861415,11.193254,,,,,,,,,,,0,0,0,0,0,0,78299.91,0,0,0,
15093,520.508796451251,11.193254,,,,,,,,,,,0,0,0,0,0,0,3252943.8,0,0,0,
15094,538.5194074685916,11.193254,,,,,,,,,,,0,0,0,0,0,0,7248045.0,0,0,0,
15095,560.5012149633824,11.193254,,,,,,,,,,,0,0,0,0,0,0,378078.88,0,0,0,
15096,576.4753907688773,11.193254,,,,,,,,,,,0,0,0,0,0,0,42322.72,0,0,0,
15097,625.6239919569184,11.193254,,,,,,,,,,,0,0,0,0,0,0,72344.6,0,0,0,
15098,639.6398854649226,11.193254,,,,,,,,,,,0,0,0,0,0,0,25285.018,0,0,0,
15099,834.5977678857562,11.193254,,,,,,,,,,,0,0,0,0,0,0,789117.06,0,0,0,
15100,846.5975017858555,11.193254,,,,,,,,,,,0,0,0,0,0,0,14201.803,0,0,0,
15101,850.5712796848045,11.193254,,,,,,,,,,,0,0,0,0,0,0,168161.19,0,0,0,
15102,920.5786976711452,11.193254,,,,,,,,,,,0,0,0,0,0,0,50239.39,0,0,0,
15103,1125.9044986695353,11.193254,,,,,,,,,,,0,0,0,0,0,0,35689.93,0,0,0,
15104,1602.1424936505955,11.193254,,,,,,,,,,,0,0,0,0,0,0,13419.152,0,0,0,
15105,522.5972992284051,11.1933775,,,,,,,,,,,21915.152,23023.027,0,19988.496,19109.543,19824.148,0,0,2386466.2,0,
15106,814.5324147220554,11.194413,,,,,,,,,,,16496.24,21575.688,0,0,0,16984.209,0,0,0,0,
15107,870.5618779936531,11.194491,,,,,,,,,,,73996.95,60482.55,36764.984,70729.9,57317.68,63825.65,0,65337.883,0,63232.145,
15108,689.5113460348992,11.194892,,,,,,,,,,,20131.906,0,0,12839.067,31534.723,0,0,0,0,20265.627,
15109,701.5749353343359,11.195094,,,,,,,,,,,38070.613,23075.27,0,0,0,41378.535,0,26574.576,0,0,
15110,796.5224627279488,11.195392,,,,,,,,,,,208402.61,190746.55,176515.05,192883.08,190791.19,192982.84,0,184740.67,181505.88,184004.48,
15111,765.6094885464635,11.196673,,,,,,,,,,,118988.95,0,184941.03,116152.5,123049.14,107965.0,0,204776.06,176924.72,203149.95,
15112,774.5402896764542,11.196845,,,,,,,,,,,799739.1,744557.3,920178.06,787197.1,816754.4,783661.06,0,1032856.2,962805.7,967170.8,
15113,634.5839771597169,11.197196,,,,,,,,,,,0,0,0,0,0,0,0,62108.184,0,0,
15114,687.561264169167,11.197196,,,,,,,,,,,0,0,0,0,0,0,0,15598.426,0,0,
15115,762.6726715375967,11.197196,,,,,,,,,,,0,0,0,0,0,0,0,35700.684,0,0,
15116,601.5101526389863,11.1981735,,,,,,,,,,,0,11916.866,32539.0,0,0,11119.845,0,0,0,37847.016,
15117,541.5382133775116,11.198276,,,,,,,,,,,0,92215.6,232464.56,0,0,99319.25,0,0,0,0,
15118,542.5412066158335,11.198795,,,,,,,,,,,22363.736,0,0,0,0,21389.63,0,33673.25,33352.957,29854.904,
15119,791.5165527832587,11.199232,,,,,,,,,,,19077.379,0,0,0,0,21657.96,0,0,0,0,
15120,1074.8853918351656,11.200274,,,,,,,,,,,0,24178.68,68235.625,0,17519.43,14450.449,0,0,26750.215,0,
15121,799.6405007997105,11.200634,,,,,,,,,,,0,4208.0195,0,0,0,0,0,0,0,0,
15122,763.6035223334972,11.201058,,,,,,,,,,,0,1958768.1,0,0,2505606.8,0,0,0,3543541.2,0,
15123,502.2932608730425,11.201539,,,,,,,,,,,9065.412,0,0,0,0,0,0,15797.112,8965.038,0,
15124,752.5584118312357,11.202023,,,,,,,,,,,2940435.8,2767443.0,3958460.0,3004668.8,3241537.2,2883660.0,0,4511042.5,4179659.5,4469883.5,
15125,1258.0097416796004,11.202087,,,,,,,,,,,0,0,0,0,0,0,0,0,17707.445,0,
15126,762.6000803263238,11.202302,,,,,,,,,,,5018584.5,4140502.2,7987133.5,5142477.0,5354069.5,4653314.0,0,8982281.0,7540003.5,8504297.0,
15127,336.261280610805,11.202374,,,,,,,,,,,0,0,7641.121,0,0,0,0,0,0,0,
15128,764.6065586243368,11.203436,,,,,,,,,,,627226.5,524313.8,0,0,0,0,0,0,0,0,
15129,864.6466034435072,11.203581,,,,,,,,,,,0,0,85352.445,0,0,0,0,117301.445,107570.25,106432.14,
15130,954.5382885356338,11.206238,,,,,,,,,,,7929.295,0,0,0,0,0,0,0,0,0,
15131,812.4961264657587,11.206825,,,,,,,,,,,0,0,0,5598.912,17985.092,0,0,0,0,20487.363,
15132,798.6370869010336,11.207157,,,,,,,,,,,0,0,0,0,0,0,0,14261.936,10156.84,0,
15133,785.5860478922076,11.207459,,,,,,,,,,,207612.45,157294.19,233924.52,194251.19,0,0,0,0,0,0,
15134,659.5430735358245,11.20806,,,,,,,,,,,0,0,0,0,0,11558.789,0,0,0,0,
15135,790.5114429121057,11.2086525,,,,,,,,,,,49495.355,48790.145,54480.254,47238.656,52831.21,53246.105,0,56959.03,60560.785,62684.832,
15136,772.5754809377456,11.209074,,,,,,,,,,,0,34314.434,0,0,0,0,0,0,37877.984,0,
15137,541.5292658322256,11.209106,,,,,,,,,,,0,0,0,0,0,0,70501.805,0,0,0,
15138,919.5755712983406,11.209106,,,,,,,,,,,0,0,0,0,0,0,94957.7,0,0,0,
15139,1194.816898402381,11.209106,,,,,,,,,,,0,0,0,0,0,0,27624.709,0,0,0,
15140,339.27965599734557,11.21085,,,,,,,,,,,0,0,25912.926,0,0,0,0,0,21415.729,20026.773,
15141,762.5283748036427,11.211678,,,,,,,,,,,22607.297,0,0,0,0,0,0,0,38310.586,0,
15142,822.5379179137624,11.213135,,,,,,,,,,,16768.287,0,0,18039.0,15195.791,17507.914,0,0,0,0,
15143,871.5645687208176,11.214013,,,,,,,,,,,14965.289,0,0,0,0,14169.044,0,0,0,14282.735,
15144,998.2882803849634,11.216061,,,,,,,,,,,0,4425.883,0,0,0,0,0,0,0,0,
15145,999.2890267940273,11.216061,,,,,,,,,,,0,7254.3457,0,0,0,0,0,0,0,0,
15146,798.635908567099,11.21871,,,,,,,,,,,10312.182,0,32686.479,0,21296.111,13428.629,0,12636.755,0,0,
15147,700.5715505558403,11.219226,,,,,,,,,,,83167.7,91894.07,101809.04,103602.44,103417.875,54438.004,0,78434.984,57482.13,87119.234,
15148,755.5675867637817,11.219985,,,,,,,,,,,0,61494.402,87497.37,71528.375,78279.78,0,0,92259.55,93844.88,94723.51,
15149,684.55595988191,11.220607,,,,,,,,,,,125700.61,159768.53,189615.1,132881.0,160153.98,143692.27,0,310399.66,207485.11,219476.56,
15150,1000.2867265386024,11.221215,,,,,,,,,,,0,3353.1277,0,0,0,0,0,0,0,3933.9717,
15151,753.5616965949804,11.222862,,,,,,,,,,,0,0,1914544.4,0,0,1364159.4,0,0,0,2153936.8,
15152,203.15208993797907,11.224298,,,,,,,,,,,0,0,0,0,0,0,71533.625,0,0,0,
15153,203.402869508089,11.224298,,,,,,,,,,,0,0,0,0,0,0,27006.168,0,0,0,
15154,709.5593299289079,11.224298,,,,,,,,,,,0,0,0,0,0,0,87015.87,0,0,0,
15155,774.6000722030003,11.224298,,,,,,,,,,,0,0,0,0,0,0,4297275.5,0,0,0,
15156,777.6096049180921,11.224298,,,,,,,,,,,0,0,0,0,0,0,80061.32,0,0,0,
15157,790.6104243767599,11.224298,,,,,,,,,,,0,0,0,0,0,0,321085.66,0,0,0,
15158,792.6162818477248,11.224298,,,,,,,,,,,0,0,0,0,0,0,31737.535,0,0,0,
15159,812.5520460038072,11.224298,,,,,,,,,,,0,0,0,0,0,0,103073.84,0,0,0,
15160,812.6157184460468,11.224298,,,,,,,,,,,0,0,0,0,0,0,2.9023688E7,0,0,0,
15161,812.6952577555294,11.224298,,,,,,,,,,,0,0,0,0,0,0,148013.62,0,0,0,
15162,812.7179824096486,11.224298,,,,,,,,,,,0,0,0,0,0,0,44281.746,0,0,0,
15163,813.539059706158,11.224298,,,,,,,,,,,0,0,0,0,0,0,62324.42,0,0,0,
15164,814.622239009302,11.224298,,,,,,,,,,,0,0,0,0,0,0,4218850.5,0,0,0,
15165,1558.169866176965,11.224298,,,,,,,,,,,0,0,0,0,0,0,56098.4,0,0,0,
15166,1578.1424564977035,11.224298,,,,,,,,,,,0,0,0,0,0,0,29544.936,0,0,0,
15167,1625.2280482257736,11.224298,,,,,,,,,,,0,0,0,0,0,0,68966.21,0,0,0,
15168,776.5470717599625,11.224612,,,,,,,,,,,104343.555,0,112553.19,0,100669.24,0,0,0,0,0,
15169,777.5513728242548,11.226308,,,,,,,,,,,0,0,0,0,0,0,0,9166.536,0,0,
15170,611.5390434932983,11.226479,,,,,,,,,,,0,0,23845.38,0,15560.398,0,0,0,0,27415.535,
15171,685.5595604441253,11.227186,,,,,,,,,,,55888.195,0,106414.45,0,0,65776.54,0,0,125538.34,153140.22,
15172,848.6509895037166,11.230208,,,,,,,,,,,0,0,0,0,0,0,0,0,15247.233,0,
15173,800.5556227496642,11.230837,,,,,,,,,,,141699.52,126931.75,160744.48,138543.22,146163.02,138153.86,0,197623.84,173448.42,183234.02,
15174,778.5739315804663,11.234408,,,,,,,,,,,296027.8,321769.06,435267.25,308627.6,375543.88,298223.22,0,444470.62,412478.62,471401.12,
15175,682.5403650581644,11.235523,,,,,,,,,,,0,0,33871.742,0,0,0,0,0,20696.154,19846.99,
15176,773.6245735800771,11.235952,,,,,,,,,,,62531.07,83513.41,154062.22,85300.57,89128.81,56945.586,0,123198.47,116768.625,143996.78,
15177,772.6211891535781,11.237623,,,,,,,,,,,141183.55,157709.83,310351.56,151444.02,203354.7,128795.805,0,272256.44,259516.31,315694.84,
15178,611.1844106739396,11.238862,,,,,,,,,,,0,0,0,0,0,1533302.8,0,0,0,0,
15179,605.5409410437547,11.239297,,,,,,,,,,,0,0,0,0,0,0,24950.441,0,0,0,
15180,1124.9013235112348,11.239297,,,,,,,,,,,0,0,0,0,0,0,50574.004,0,0,0,
15181,686.5583344152116,11.239984,,,,,,,,,,,0,0,44457.203,0,0,31115.28,0,62097.98,45074.766,0,
15182,839.6340799549706,11.240849,,,,,,,,,,,0,0,0,0,49760.555,0,0,0,49563.207,40859.207,
15183,746.6050600833885,11.242222,,,,,,,,,,,0,0,0,5067.242,11165.45,0,0,0,0,0,
15184,1071.9227961390925,11.242209,,,,,,,,,,,0,0,0,0,0,0,0,0,0,20821.62,
15185,736.5757745333723,11.243695,,,,,,,,,,,0,0,27094.656,0,0,0,6628.5176,0,24819.36,0,
15186,809.6461562446387,11.246866,,,,,,,,,,,0,24893.361,0,0,0,0,0,0,0,0,
15187,840.6369877082309,11.247317,,,,,,,,,,,0,0,0,0,0,0,87126.97,18087.094,0,0,
15188,716.5940057579196,11.251308,,,,,,,,,,,20356.59,23732.018,48336.656,27245.576,24903.666,15522.828,0,35448.44,35230.5,55631.805,
15189,779.5776878989745,11.251763,,,,,,,,,,,153280.83,0,206790.5,0,191711.22,0,0,0,0,233763.78,
15190,714.5878401443507,11.251941,,,,,,,,,,,0,0,0,24664.29,0,0,0,0,0,0,
15191,820.6201340671406,11.251941,,,,,,,,,,,0,0,0,7272.457,0,0,0,0,0,0,
15192,603.5349765889449,11.253377,,,,,,,,,,,0,0,0,0,0,0,190290.53,0,0,0,
15193,708.555707295773,11.253377,,,,,,,,,,,0,0,0,0,0,0,180957.23,0,0,0,
15194,710.561389283108,11.253377,,,,,,,,,,,0,0,0,0,0,0,27550.748,0,0,0,
