,feature_id,feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:pos_hela_HG1.mzML:area,datafile:pos_hela_HG2.mzML:area,datafile:pos_hela_HG3.mzML:area,datafile:pos_hela_HG4.mzML:area,datafile:pos_hela_HG5.mzML:area,datafile:pos_hela_HG6.mzML:area,datafile:pos_hela_LG1.mzML:area,datafile:pos_hela_LG2.mzML:area,datafile:pos_hela_LG3.mzML:area,datafile:pos_hela_LG4.mzML:area,datafile:pos_hela_LG5.mzML:area,datafile:pos_hela_LG6.mzML:area,datafile:pos_hela_S1.mzML:area,datafile:pos_hela_S2.mzML:area,datafile:pos_hela_S3.mzML:area,datafile:pos_hela_S4.mzML:area,datafile:pos_hela_S5.mzML:area,datafile:pos_hela_S6.mzML:area
P,15998,P15998,18.739,894.75388,894.75452,0.715279985,C57H96O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCC,[M+NH4]+,TG 16:1_18:1_20:5,"TG 16:1(9)_18:1(9)_20:5(5,8,11,14,17)",0.7426,0.861982,0.395194893,0.476614115,Some,Some,232747.0631,175150.71,126666.6667,255050.8013,322738.9264,502258.7074,27266.66667,43333.33333,0,,84800,28866.66667,167905.8368,185284.9741,146448.117,185767.1233,170999.1256,86666.66667
P,16084,P16084,18.784,920.76977,920.77017,0.434418939,C59H98O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCC=CCCCCC,[M+NH4]+,TG 18:2_18:2_20:4,"TG 18:2(9,12)_18:2(9,12)_20:4(8,11,14,17)",0.269,0.872195,0.144929037,0.23006273,Some,Some,0,0,0,202185.738,0,307513.4755,31872.06266,0,25672.56236,33595.62842,26004.89362,31231.24406,0,0,122782.6676,0,69187.19212,0
P,16084,P16084,18.784,920.76977,920.77017,0.434418939,C59H98O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCC=CCCCCCCCC,[M+NH4]+,TG 18:2_18:2_20:4,"TG 18:2(6,9)_18:2(9,12)_20:4(8,11,14,17)",0.5964,0.846822,0.07523137,0.204507296,Some,Some,387997.7258,328000,282000,361814.262,718000,1082486.524,30155.87467,192000,41454.87528,45373.40619,41290.21277,34910.54131,282000,260000,111921.1239,274000,195812.8079,197000
P,16084,P16084,18.784,920.76977,920.77017,0.434418939,C59H98O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC,[M+NH4]+,TG 18:2_18:2_20:4,"TG 18:2(9,12)_18:2(9,12)_20:4(5,8,11,14)",0.696,0.86775,0.058250791,0.202975633,Some,Some,16002.27423,0,0,0,0,0,31872.06266,0,25672.56236,27030.96539,26004.89362,23958.21462,0,0,44296.20853,0,0,0
P,16094,P16094,18.798,972.80144,972.80147,0.030838769,C63H102O6,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(6)_20:4(8,11,14,17)_22:5(7,10,13,16,19)",0.502571429,0.837835714,0.195706711,0.290606083,Some,Some,0,0,0,0,0,9926.357153,0,0,0,0,0,0,0,0,0,0,0,0
P,16094,P16094,18.798,972.80144,972.80147,0.030838769,C63H102O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(6)_20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.5664,0.771943,0.194452065,0.289395952,Some,Some,0,0,0,0,0,5066.220346,0,0,0,0,0,0,0,0,0,0,0,0
P,16094,P16094,18.798,972.80144,972.80147,0.030838769,C63H102O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(9)_20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.571,0.769773,0.179098734,0.277356287,Some,Some,0,0,0,0,0,8607.4225,0,0,0,0,0,0,0,0,0,0,0,0
P,16104,P16104,18.815,820.73666,820.73887,2.692695668,C51H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(9)_16:1(9),0.428,0.92308,0.446830249,0.492572199,All,Some,1415.328467,0,956.6178916,0,320.7611233,0,0,0,0,0,0,0,687.9178606,0,0,0,333.7808808,0
P,16104,P16104,18.815,820.73666,820.73887,2.692695668,C51H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(7)_16:1(9),0.514666667,0.89755,0.309381621,0.388726963,All,Some,13850,28000,22650,0,15800,0,0,15400,0,0,0,0,10750,0,24850,0,8250,0
P,16104,P16104,18.815,820.73666,820.73887,2.692695668,C51H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(7)_16:1(7),0.558,0.884785,0.240657307,0.336804346,All,Some,12434.67153,28000,21693.38211,0,15479.23888,0,0,15400,0,0,0,0,10062.08214,0,24850,0,7916.219119,0
P,16132,P16132,18.848,794.72216,794.72322,1.333797696,C49H92O6,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_14:0_18:1,TG 14:0_14:0_18:1(11),0.62,0.90121,0.166407433,0.285246946,All,Some,0,0,0,0,0,0,0,0,0,0,7060.186047,0,0,0,0,0,0,0
P,16132,P16132,18.848,794.72216,794.72322,1.333797696,C49H92O6,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_14:0_18:1,TG 14:0_14:0_18:1(9),0.466,0.87664,0.159204583,0.261627666,All,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16132,P16132,18.848,794.72216,794.72322,1.333797696,C49H92O6,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_14:0_18:1,TG 14:0_14:0_18:1(6),0.688,0.86674,0,0.155474,Some,None,0,0,0,0,0,0,0,0,0,0,2309.813953,0,0,0,0,0,0,0
P,16158,P16158,18.887,846.75,846.75452,5.338028783,C53H96O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCC=CCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(7)_16:1(7)_18:1(6),0.741,0.865215,0.101618957,0.241916666,Some,Some,0,0,0,0,266.6250693,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16158,P16158,18.887,846.75,846.75452,5.338028783,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(6)_16:1(6)_18:1(9),0.648,0.87638,0.106444292,0.237593433,Some,Some,44300,41000,0,0,12866.74986,0,10400,0,29400,0,0,24000,23900,29400,0,34700,29400,0
P,16158,P16158,18.887,846.75,846.75452,5.338028783,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(6)_16:1(6)_18:1(6),0.822,0.84894,0.068989881,0.222285905,Some,Some,0,0,0,0,266.6250693,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16161,P16161,18.888,844.73803,844.73887,0.994390136,C53H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(7)_18:3(9,12,15)",0.654,0.648616667,0.160614623,0.258753365,Some,Some,14842.63949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16161,P16161,18.888,844.73803,844.73887,0.994390136,C53H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(7)_18:3(6,9,12)",0.567333333,0.62887,0.166577681,0.252882478,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16161,P16161,18.888,844.73803,844.73887,0.994390136,C53H94O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(6)_18:3(6,9,12)",0.51,0.764847143,0.119077841,0.222746987,Some,Some,51057.36051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,16168,P16168,18.899,946.78477,946.78582,1.109015342,C61H100O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_20:4_20:4,"TG 18:1(9)_20:4(5,8,11,14)_20:4(8,11,14,17)",0.614,0.88553,0.080204888,0.21411691,Some,Some,4699.599466,6607.180021,4745.677635,9824.236957,40828.49868,42673.11221,0,0,0,0,0,0,5201.538462,3936.952775,5929.906542,8970.16913,3670.28405,6154.723708
P,16168,P16168,18.899,946.78477,946.78582,1.109015342,C61H100O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_20:4_20:4,"TG 18:1(6)_20:4(5,8,11,14)_20:4(8,11,14,17)",0.7256,0.884222,0.06416391,0.212313328,Some,Some,26141.52203,26733.87097,18001.8126,48168.69644,70766.5727,160311.1017,7941.492235,27150,7555.197133,9229.090909,8862.608696,8223.529412,20956.92308,16204.58463,13965.01026,19213.82341,17097.5965,14129.23351
P,16168,P16168,18.899,946.78477,946.78582,1.109015342,C61H100O6,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_20:4_20:4,"TG 18:1(9)_20:4(8,11,14,17)_20:4(8,11,14,17)",0.6228,0.865688,0.06416391,0.200179928,Some,Some,79158.8785,68658.94901,44252.50976,123007.0666,121404.9286,358015.7861,18758.50777,27150,13844.80287,17770.90909,15637.3913,15076.47059,57141.53846,42958.4626,50605.0832,41616.00746,41832.11945,29516.04278
P,16172,P16172,18.9,820.73745,820.73887,1.730148348,C51H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(9)_16:1(9),0.598,0.92387,0.451238228,0.513177582,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6487.817207,0
P,16172,P16172,18.9,820.73745,820.73887,1.730148348,C51H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(7)_16:1(9),0.684666667,0.89834,0.272041579,0.37593393,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292.933773,0
P,16172,P16172,18.9,820.73745,820.73887,1.730148348,C51H94O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(6)_16:1(9),0.549333333,0.890353333,0.236184294,0.332916102,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119.24902,0
P,16219,P16219,18.968,972.80071,972.80147,0.781248819,C63H102O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(6)_20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.512666667,0.72405,0.266804797,0.337115504,Some,Some,0,2688.955139,0,16201.65197,35057.30129,102016.0214,0,0,0,0,0,0,0,3809.71539,4929.022442,0,0,4645.538108
P,16219,P16219,18.968,972.80071,972.80147,0.781248819,C63H102O6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(9)_20:4(5,8,11,14)_22:5(7,10,13,16,19)",0.612,0.83798,0.211772671,0.314416136,Some,Some,0,5475.326519,0,25924.9693,51317.82103,135420.5607,0,0,0,0,0,0,0,6988.439916,10768.39102,0,0,9673.592493
P,16219,P16219,18.968,972.80071,972.80147,0.781248819,C63H102O6,CCC=CCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_20:4_22:5,"TG 18:1(6)_20:4(8,11,14,17)_22:5(7,10,13,16,19)",0.708,0.826025,0.167716587,0.287575769,Some,Some,0,1235.718342,0,9973.378725,22624.87768,68563.41789,0,0,0,0,0,0,0,1501.844694,2502.586535,0,0,2680.869399
P,16229,P16229,18.984,844.73829,844.73887,0.686602713,C53H94O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(6)_18:3(9,12,15)",0.756571429,0.791114286,0.085738285,0.223359199,Some,Some,20729.9843,0,15733.33333,0,33010.16949,110899.832,0,0,0,0,0,5313.636364,18416.0919,27813.76995,31211.4261,14353.76388,25257.57762,0
P,16229,P16229,18.984,844.73829,844.73887,0.686602713,C53H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(7)_18:3(9,12,15)",0.704333333,0.642275,0.108600281,0.221541059,Some,Some,20729.9843,0,15733.33333,0,35979.66102,118498.8548,0,0,0,0,0,5313.636364,18967.81619,29008.59284,32777.1478,15092.47223,26284.84477,0
P,16229,P16229,18.984,844.73829,844.73887,0.686602713,C53H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:3,"TG 16:0_16:1(9)_18:3(9,12,15)",0.724571429,0.79606,0.077072182,0.213720888,All,Some,28040.0314,0,15733.33333,0,33010.16949,104601.3132,0,0,0,0,0,6072.727273,18416.0919,30877.63721,31211.4261,14353.76388,25257.57762,0
P,16251,P16251,19.007,870.75419,870.75452,0.378981667,C55H96O6,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_14:0_24:5,"TG 14:0_14:0_24:5(6,9,12,15,18)",0.7715,0.85297,0.060924906,0.211186925,Some,Some,104686.4179,137559.1776,75280.71603,225971.2059,169210.6484,363236.1809,0,0,0,0,0,0,67946.09902,84620.45927,61687.2387,71906.93656,69773.24535,82028.01341
P,16251,P16251,19.007,870.75419,870.75452,0.378981667,C55H96O6,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_14:0_24:5,"TG 14:0_14:0_24:5(9,12,15,18,21)",0.687,0.711202,0.048056347,0.178265277,All,Some,253313.5821,147440.8224,181719.284,332028.7941,360789.3516,588763.8191,0,0,0,0,0,0,182053.901,155379.5407,133312.7613,158093.0634,147226.7546,97971.98659
P,16265,P16265,19.016,896.76956,896.77017,0.680218879,C57H98O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_24:6,"TG 14:0_16:0_24:6(4,7,10,13,16,19)",0.7384,0.844841,0.067552994,0.212366496,Some,Some,414000,700000,279000,555000,637000,0,0,0,0,266000,240000,248000,296000,273000,0,276000,232000,197000
P,16366,P16366,19.071,794.72227,794.72322,1.195384728,C49H92O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_16:1,TG 14:0_16:0_16:1(9),0.61,0.90132,0.1712264,0.28811312,All,Some,551277.6957,526002.7285,497235.023,930314.304,510360.1441,644932.5626,0,0,0,0,0,0,439400,490576.0709,420699.5111,445799.9221,431966.8556,353141.7438
P,16366,P16366,19.071,794.72227,794.72322,1.195384728,C49H92O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_16:1,TG 14:0_16:0_16:1(7),0.977,0.50906,0.16240239,0.278527912,All,Some,1555280.65,1436562.074,1320967.742,1269788.326,1380504.202,1566088.632,447506.4267,0,408137.2549,387110.7111,404279.0698,525752.5084,1133600,1186447.563,1135622.414,1150576.1,1144788.487,950657.5743
P,16366,P16366,19.071,794.72227,794.72322,1.195384728,C49H92O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_16:1,TG 14:0_16:0_16:1(6),0.913,0.510065,0,0.1423065,All,None,2063441.654,2357435.198,2081797.235,1839897.37,1439135.654,2268978.805,832493.5733,1350000,1401862.745,1292889.289,1235720.93,1274247.492,1807000,1932976.366,1983678.074,1713623.978,1923244.658,1596200.682
P,16419,P16419,19.106,825.69323,825.69426,1.247435098,C51H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+Na]+,TG 14:0_16:1_18:1,TG 14:0_16:1(9)_18:1(11),0.988,0.92425,0,0.191225,Some,Some,152666.6667,161666.6667,148666.6667,166666.6667,135835.0515,169876.5786,96333.33333,102333.3333,119333.3333,112333.3333,118333.3333,131608.7799,135934.6336,147653.8922,147836.9906,138739.4958,133333.3333,112333.3333
P,16419,P16419,19.106,825.69323,825.69426,1.247435098,C51H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+Na]+,TG 14:0_16:1_18:1,TG 14:0_16:1(7)_18:1(11),0.976,0.913275,0,0.1889275,Some,Some,152666.6667,161666.6667,148666.6667,86666.66667,94329.89691,105246.8427,96333.33333,102333.3333,119333.3333,112333.3333,118333.3333,102782.4403,105130.7327,103692.2156,97326.01881,103521.0084,133333.3333,112333.3333
P,16419,P16419,19.106,825.69323,825.69426,1.247435098,C51H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCC,[M+Na]+,TG 14:0_16:1_18:1,TG 14:0_16:1(9)_18:1(9),0.976,0.913275,0,0.1889275,Some,Some,152666.6667,161666.6667,148666.6667,166666.6667,135835.0515,169876.5786,96333.33333,102333.3333,119333.3333,112333.3333,118333.3333,131608.7799,135934.6336,147653.8922,147836.9906,138739.4958,133333.3333,112333.3333
P,16430,P16430,19.108,820.73791,820.73887,1.169677756,C51H94O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(9)_16:1(9),0.986,0.92433,0.449928559,0.550975847,All,Some,1636344.179,1868055.896,1684602.059,1814958.097,1501306.973,1876197.719,896950.717,984191.3822,1293483.583,1232396.694,1190583.599,1252536.937,1285951.676,1504784.707,1417443.182,1367096.303,1515230.434,1184261.882
P,16430,P16430,19.108,820.73791,820.73887,1.169677756,C51H94O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(7)_16:1(9),0.957333333,0.898773333,0.26733381,0.399477715,All,Some,2636017.728,2594099.861,2327143.682,2506668.914,2040275.682,2819771.863,1196098.566,1381617.236,1634023.567,1492051.089,1575665.924,1684926.125,2008096.648,2037729.291,2105113.636,2004798.292,2043335.063,1699533.125
P,16430,P16430,19.108,820.73791,820.73887,1.169677756,C51H94O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_16:1,TG 16:0_16:1(6)_16:1(9),0.885333333,0.890936667,0.250961929,0.378396543,All,Some,1547638.093,1737844.243,1538254.258,1588372.989,1368417.346,1784030.418,896950.717,984191.3822,1212492.85,1115552.216,1153750.477,1252536.937,1285951.676,1377486.001,1417443.182,1238105.405,1371434.503,1106204.993
P,16515,P16515,19.148,870.75531,870.75452,0.907259144,C55H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_22:5,"TG 14:0_16:0_22:5(4,7,10,13,16)",0.708769231,0.870810769,0.048280712,0.19658257,Some,Some,0,0,0,0,0,0,0,0,10114.8879,0,5505.587072,0,0,0,22729.47431,20391.18561,0,26330.54306
P,16515,P16515,19.148,870.75531,870.75452,0.907259144,C55H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_22:5,"TG 14:0_16:0_22:5(7,10,13,16,19)",0.776,0.714599,0.04628019,0.186084052,All,Some,0,0,0,0,0,0,0,0,3385.112098,0,7894.412928,0,0,0,28070.52569,24908.81439,0,15269.45694
P,16526,P16526,19.154,896.77019,896.77017,0.022302258,C57H98O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCCCC)COC(=O)CCCCCCCCCCCCC,[M+NH4]+,TG 14:0_16:0_24:6,"TG 14:0_16:0_24:6(4,7,10,13,16,19)",0.643090909,0.848732727,0.060668362,0.197717053,Some,Some,0,0,304000,0,0,2460000,239000,380000,257000,0,0,0,259000,268000,566000,260000,296000,241000
P,16528,P16528,19.155,846.7535,846.75452,1.204599416,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(6)_16:1(6)_18:1(9),0.935,0.88012,0.149412165,0.301041732,Some,Some,1893315.46,1836510.668,1648508.699,1901433.225,1669585.366,2335279.718,1448406.4,1488962.472,1691010.159,1866797.716,1897819.482,1978230.576,1328362.14,1518135.732,1470522.269,1394323.648,1467595.348,1181182.593
P,16528,P16528,19.155,846.7535,846.75452,1.204599416,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(6)_16:1(6)_18:1(11),0.933,0.892015,0.117353072,0.276383958,Some,Some,899142.0912,979662.7667,904324.7722,961050.4886,858024.3902,1321592.931,688681.0332,822847.6821,983860.4562,836094.7299,841519.2136,902298.4688,759802.4691,827555.1922,813080.7434,715114.4891,814317.9154,683648.9424
P,16528,P16528,19.155,846.7535,846.75452,1.204599416,C53H96O6,CCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCC,[M+NH4]+,TG 16:1_16:1_18:1,TG 16:1(6)_16:1(6)_18:1(6),0.882,0.87405,0.11497418,0.267584344,Some,Some,1297542.449,1333826.566,1237166.529,1367516.287,1282390.244,1783127.351,942912.5666,1238189.845,1335129.385,1147107.554,1200661.305,1209470.955,1051835.391,1144309.076,1066396.988,1000561.863,1088086.737,885168.4642
P,16593,P16593,19.18,922.78529,922.78582,0.574347794,C59H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COC(=O)CCCCC=CCC=CCCCCCCCC,[M+NH4]+,TG 18:2_18:2_20:3,"TG 18:2(6,9)_18:2(9,12)_20:3(5,8,11)",0.226,0.8535275,0.389795936,0.419789498,Some,Some,208333.3333,193666.6667,165666.6667,215295.587,290333.3333,460807.3181,64000,,,,,,158333.3333,,129403.0724,140000,152666.6667,127666.6667
P,16593,P16593,19.18,922.78529,922.78582,0.574347794,C59H100O6,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC,[M+NH4]+,TG 18:2_18:2_20:3,"TG 18:2(9,12)_18:2(9,12)_20:3(5,8,11)",0.226,0.8535275,0.389795936,0.419789498,Some,Some,208333.3333,193666.6667,165666.6667,274852.2065,290333.3333,579596.3409,64000,,,,,,158333.3333,,176298.4638,140000,152666.6667,127666.6667
P,16593,P16593,19.18,922.78529,922.78582,0.574347794,C59H100O6,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCC=CCC=CCC=CCCCCCCCC)COC(=O)CCCCC=CCC=CCCCCCCCC,[M+NH4]+,TG 18:2_18:2_20:3,"TG 18:2(6,9)_18:2(6,9)_20:3(5,8,11)",0.26,0.84772,0.378215906,0.413344725,Some,Some,208333.3333,193666.6667,165666.6667,274852.2065,290333.3333,579596.3409,64000,,,,,,158333.3333,,176298.4638,140000,152666.6667,127666.6667
